"Age","Traffic","Spans","Length","ImprovementCost","Humidity","Temperature","DaysBelow0C","Wetness","Precipitation"
60,490,4,240.2,0,78,15.8,52,4607,1283.64
35,110,9,134.8,527,76,18.6,20,4202,1137.8
58,21060,4,233.9,0,77,16.2,47,4355,1210.12
51,5410,3,120.1,469,78,19.1,8,4599,1293.02
24,104,1,35.1,137,77,17.3,31,4643,1076.38
88,1520,3,25.9,102,77,18.8,14,4423,1133.43
45,6200,6,240.2,0,75,18.6,16,4198,1088.31
77,30,2,29.9,117,77,18.5,15,4386,1102.21
63,1270,2,44.9,176,78,13.4,76,4325,1558.15
31,26470,3,26.9,163,77,16.4,43,4521,1263.46
43,600,3,25.9,102,75,18.3,16,4199,1141.68
59,2160,6,191.9,750,77,17.3,31,4643,1076.38
38,250,1,29.9,117,76,16.8,41,4359,1120.56
62,2570,2,21,82,76,16.8,41,4359,1120.56
68,8320,8,264.1,1032,78,20.4,4,4824,1481.42
34,5290,2,22,86,77,16.2,47,4355,1210.12
45,350,1,29.9,117,80,14.8,71,4637,1723.08
83,760,3,32.2,125,77,18.5,19,4761,1162.61
86,30,1,29.9,117,77,18.5,15,4386,1102.21
55,490,4,49.9,195,79,18.9,10,4683,1302.41
67,330,3,49.9,195,78,14.9,65,4524,1515.94
30,104,3,27.9,109,77,16.8,38,4652,1241.05
56,490,3,37.1,145,78,16,50,4568,1345.25
58,3940,3,96.1,375,78,16,50,4568,1345.25
62,90,4,80.1,83,76,18.6,20,4202,1137.8
61,30200,3,130.9,931,77,16.2,47,4355,1210.12
65,17650,3,120.1,469,76,17.8,27,4512,1039.26
77,560,1,29.9,117,79,15.6,59,4612,1608.46
56,28610,3,127,496,77,16.3,43,4537,1196.86
95,1990,1,40,156,76,16.8,41,4359,1120.56
48,68950,2,24,196,76,16.7,39,4482,1150.77
98,4650,6,154.9,606,79,19.9,5,4891,1458.74
70,1640,3,419.9,1641,74,18.2,25,4253,1055.31
29,490,2,80.1,313,78,16,50,4568,1345.25
47,1600,11,418,1633,75,18.7,16,4211,1174.05
32,2202,3,27.9,109,76,16.8,41,4359,1120.56
62,45390,3,165,0,77,16.8,38,4652,1241.05
82,600,1,25.9,102,78,14.9,65,4524,1515.94
60,270,3,32.2,125,76,19.2,9,4289,1149.91
31,600,3,26.9,105,76,17.2,36,4474,1115.61
36,490,1,40,156,77,16.4,43,4521,1263.46
57,210,3,173.9,680,78,15.8,52,4607,1283.64
56,166570,3,173.9,1978,76,16.8,41,4359,1120.56
37,490,2,24,94,80,14.8,71,4637,1723.08
82,1030,3,45.9,180,77,18.8,14,4423,1133.43
62,650,2,29.9,0,75,18.6,16,4198,1088.31
91,6510,8,371.1,1450,76,17.5,32,4518,1116.36
57,490,5,149.9,0,79,19.9,5,4891,1458.74
53,31390,3,180.1,703,78,15.6,57,4521,1462.63
51,2202,1,165,645,76,16.8,41,4359,1120.56
38,600,4,320.9,1254,78,16,50,4568,1345.25
52,5660,4,229,895,76,17.8,27,4512,1039.26
62,35900,5,279.9,0,77,16.8,38,4652,1241.05
50,4710,6,824.1,3220,77,17.3,33,4649,1148.89
86,1940,2,24,94,77,16.2,47,4355,1210.12
70,1340,13,456,1782,76,16.7,39,4482,1150.77
45,600,1,33.1,129,74,18.2,25,4253,1055.31
92,4420,2,80.1,313,77,17.9,30,4756,1107.59
65,490,3,99.1,387,77,16.3,43,4537,1196.86
47,33110,3,270,0,77,16.8,38,4652,1241.05
42,400,10,190,742,79,18.9,10,4683,1302.41
58,125120,8,450.1,4635,77,16.2,47,4355,1210.12
81,110,3,75.1,0,77,17.3,31,4643,1076.38
59,1770,3,150.9,590,78,15.8,52,4607,1283.64
59,62040,3,166,0,78,16,50,4568,1345.25
94,9050,3,91.9,359,77,16.2,47,4355,1210.12
13,4150,3,284.1,1110,75,17.7,25,4277,1191.47
63,10230,3,157.2,613,77,16.2,47,4355,1210.12
54,600,1,32.2,125,78,13.7,74,4453,1501.58
60,490,5,121.1,473,76,18.6,20,4202,1137.8
39,320,8,160.1,625,76,20,3,4432,1557.81
44,23350,4,44,0,77,16.8,38,4652,1241.05
30,104,7,63,246,80,19.3,11,4951,1474.19
69,30100,10,720.1,4348,76,19.2,13,4163,1241.28
62,490,3,96.1,375,76,16.7,39,4482,1150.77
70,1020,5,134.8,527,77,17.3,33,4649,1148.89
51,1480,5,480,1875,77,17.3,33,4649,1148.89
60,600,2,21,82,78,16,50,4568,1345.25
72,104,1,34.1,97,76,17.2,36,4474,1115.61
67,310,12,180.1,703,79,19.5,8,4841,1472.46
67,2740,9,529.9,2071,78,20.4,4,4824,1481.42
43,150,4,115.8,515,74,18,19,3993,1394.54
82,2202,2,24,94,77,16.2,47,4355,1210.12
71,1380,11,296.9,1160,74,18.2,25,4253,1055.31
26,104,2,50.9,199,76,17.5,32,4518,1116.36
60,600,4,339.9,1328,78,16,50,4568,1345.25
66,150,7,214.9,840,76,19.2,13,4163,1241.28
51,61170,3,1250,0,80,20.6,4,5129,1392.02
54,28110,7,279.9,1094,76,17.5,32,4518,1116.36
56,600,3,99.1,387,76,18.4,15,4225,1431.38
34,104,1,40,114,76,17.5,32,4518,1116.36
64,4970,2,24,94,78,15.6,57,4521,1462.63
100,290,7,182.1,711,75,18.3,16,4199,1141.68
97,4490,5,129.9,646,78,16,50,4568,1345.25
62,2140,4,29.9,117,78,15.1,59,4627,1252.83
32,600,3,32.2,125,77,17.3,33,4649,1148.89
58,490,3,32.2,125,77,16.4,43,4521,1263.46
33,13740,3,252,0,78,14.4,69,4451,1510
72,80,2,32.2,125,80,20.6,4,5129,1392.02
48,28050,4,222.1,867,77,16.2,47,4355,1210.12
64,490,7,224.1,0,76,16.7,39,4482,1150.77
93,2440,3,78.1,305,78,15.1,59,4627,1252.83
82,50,4,64,250,77,18.5,15,4386,1102.21
65,280,3,32.2,125,75,17.7,25,4277,1191.47
59,125850,5,452.1,4656,77,16.2,47,4355,1210.12
39,600,1,54.1,211,76,16.7,39,4482,1150.77
63,15890,5,357,1395,77,16.3,43,4537,1196.86
56,910,12,408.1,1594,76,19.5,6,4317,1325.87
52,310,3,89.9,352,79,18.9,10,4683,1302.41
54,71220,3,180.1,703,77,16.2,47,4355,1210.12
42,100,2,22,86,76,16.8,41,4359,1120.56
86,5740,3,120.1,469,76,17.8,27,4512,1039.26
69,280,2,21,82,79,19.9,5,4891,1458.74
75,23080,4,205.1,1238,78,16,50,4568,1345.25
58,600,4,136.2,531,77,16.8,38,4652,1241.05
62,1530,3,32.2,125,77,16.8,38,4652,1241.05
50,7350,7,359.9,1407,77,17.3,33,4649,1148.89
49,77110,3,155.8,1607,74,18,19,3993,1394.54
58,2202,3,75.1,293,76,16.8,41,4359,1120.56
63,2770,3,99.1,387,76,17.2,36,4474,1115.61
90,70,3,60,234,77,18.5,15,4386,1102.21
62,20,1,29.9,85,75,17.7,25,4277,1191.47
58,18920,3,166,649,77,16.4,43,4521,1263.46
62,45390,3,169.9,0,77,16.8,38,4652,1241.05
35,490,3,44,172,78,16,50,4568,1345.25
92,660,1,29.9,117,77,18.5,15,4386,1102.21
63,450,3,32.2,125,76,17.5,32,4518,1116.36
56,1940,5,149.9,586,76,16.8,41,4359,1120.56
87,490,1,27.9,109,78,16.3,50,4515,1329.91
60,15780,5,149.9,586,76,17.2,36,4474,1115.61
83,4730,2,61,238,77,16.2,47,4355,1210.12
29,380,3,29.9,117,78,16,50,4568,1345.25
72,3160,6,204.1,326,77,19.9,5,4656,1447.84
35,980,3,24.9,98,74,18,19,3993,1394.54
55,1130,3,92.8,363,76,17.8,27,4512,1039.26
71,600,1,28.9,82,78,13.4,76,4325,1558.15
72,330,6,91.9,93,78,19.1,8,4599,1293.02
61,490,2,45.9,0,77,16.8,38,4652,1241.05
7,4160,4,784.1,69560,76,19.2,13,4163,1241.28
48,6620,4,191.9,546,77,16.2,47,4355,1210.12
41,600,8,154.9,606,76,16.7,39,4482,1150.77
58,2120,3,107,646,76,16.8,41,4359,1120.56
67,104,1,32.2,91,76,17.5,32,4518,1116.36
55,3990,2,158.1,617,77,16.3,43,4537,1196.86
63,3290,3,33.1,129,76,18.2,22,4269,1023.09
58,33090,3,115.2,0,77,16.8,38,4652,1241.05
91,490,1,34.1,133,80,14.8,71,4637,1723.08
59,490,3,120.1,469,77,16.4,43,4521,1263.46
86,50,1,29.9,117,77,18.5,15,4386,1102.21
72,490,1,30.8,121,77,17.3,31,4643,1076.38
15,0,1,42,3729,76,20,3,4432,1557.81
55,490,4,136.2,531,78,15.1,59,4627,1252.83
62,660,4,233.9,914,77,18.5,15,4386,1102.21
87,5000,1,26.9,105,76,16.8,41,4359,1120.56
82,104,2,58.1,165,77,17.3,33,4649,1148.89
21,30,5,42,164,76,18.9,14,4231,1334.9
60,270,3,44.9,176,79,19.9,5,4891,1458.74
63,4960,5,149.9,586,81,19.7,9,5250,1452.15
31,5250,11,295.9,1157,79,19.5,8,4841,1472.46
93,9220,2,60,234,77,16.2,47,4355,1210.12
34,10110,4,483.9,3438,76,16.8,41,4359,1120.56
91,40210,5,181.1,1479,77,16.2,47,4355,1210.12
92,2830,4,257.9,1008,78,14.9,65,4524,1515.94
63,720,6,240.2,938,76,18.4,15,4225,1431.38
74,490,1,26.9,105,78,14.4,69,4451,1510
72,10,1,34.1,97,76,17.5,32,4518,1116.36
34,490,2,22,86,77,16.4,43,4521,1263.46
58,1240,4,267.1,1043,77,16.2,47,4355,1210.12
56,4470,6,224.1,875,75,18.3,16,4199,1141.68
66,13330,2,60,234,77,16.2,47,4355,1210.12
87,3470,3,89.9,352,80,14.8,71,4637,1723.08
34,2202,4,29.9,117,76,16.8,41,4359,1120.56
64,28540,7,555.1,3351,78,16,50,4568,1345.25
61,20850,9,737.9,1936,78,15.8,52,4607,1283.64
86,30,1,28.9,113,77,18.5,15,4386,1102.21
63,7330,3,191.9,1159,79,19.4,10,4738,1381.25
28,490,5,100.1,391,80,20,3,5022,1417.15
61,173399,3,119.1,1479,77,16.2,47,4355,1210.12
43,1930,2,259.8,1847,77,16.2,47,4355,1210.12
68,1500,2,60,234,77,16.2,47,4355,1210.12
58,740,3,96.1,375,79,18.9,10,4683,1302.41
64,520,4,40,156,75,18.3,16,4199,1141.68
34,2202,5,33.1,129,77,16.3,43,4537,1196.86
64,710,9,270,1055,79,19.5,8,4841,1472.46
32,490,4,39,152,76,19.2,9,4289,1149.91
38,33500,5,200.1,1421,76,16.8,41,4359,1120.56
49,600,2,21,82,74,18,19,3993,1394.54
67,50,1,29.9,117,77,18.5,19,4761,1162.61
62,2210,2,24,94,77,16.8,38,4652,1241.05
77,210,8,120.1,469,77,18.5,15,4386,1102.21
62,490,3,113.8,445,77,17.3,31,4643,1076.38
49,400,4,538.1,2102,81,19.7,9,5250,1452.15
53,2900,4,286.1,1117,76,20,3,4432,1557.81
40,1840,8,323.2,1262,74,18.2,25,4253,1055.31
40,1480,2,49.9,195,78,15.6,57,4521,1462.63
60,1180,2,24,94,78,14.4,69,4451,1510
37,1240,4,160.1,625,77,16.8,38,4652,1241.05
47,490,3,32.2,125,75,17.7,25,4277,1191.47
35,490,3,25.9,0,75,18.6,16,4198,1088.31
54,24490,3,32.2,125,75,17.7,25,4277,1191.47
35,50,3,37.1,145,76,18.2,22,4269,1023.09
51,490,4,136.2,531,77,16.3,43,4537,1196.86
70,5510,2,21,82,78,14.9,65,4524,1515.94
62,490,4,237.9,930,77,18.5,15,4386,1102.21
61,370,4,200.1,781,77,18.5,15,4386,1102.21
44,600,2,77.1,301,78,15.6,57,4521,1462.63
62,3480,4,46.9,184,79,19.9,5,4891,1458.74
62,620,3,33.1,129,76,17.5,32,4518,1116.36
63,300,5,200.1,781,78,15.8,52,4607,1283.64
74,8180,12,466.9,1130,78,14.9,65,4524,1515.94
49,820,4,144,563,78,14.4,69,4451,1510
62,1768,2,22,86,77,17.9,30,4756,1107.59
46,490,6,215.9,844,76,16.7,39,4482,1150.77
66,1210,7,105,410,77,17.3,31,4643,1076.38
63,5870,4,180.1,703,78,15.6,57,4521,1462.63
57,4250,3,23,90,76,18.2,22,4269,1023.09
53,4780,3,216.9,848,78,19.1,8,4599,1293.02
67,8010,3,155.8,610,76,16.8,41,4359,1120.56
57,490,5,245.1,957,78,15.1,59,4627,1252.83
69,490,5,75.1,77,79,19.9,5,4891,1458.74
42,1740,1,35.1,137,76,17.2,36,4474,1115.61
42,690,5,180.1,703,77,16.4,43,4521,1263.46
65,16050,6,234.9,918,76,17.2,36,4474,1115.61
57,210,2,21,82,75,18.3,16,4199,1141.68
72,20,1,28.9,82,77,16.8,38,4652,1241.05
64,110,1,33.1,94,76,17.3,32,4479,1129.57
72,1768,3,65.9,258,77,17.9,30,4756,1107.59
62,35900,3,137.1,0,77,16.8,38,4652,1241.05
85,11250,8,457,2273,77,16.3,43,4537,1196.86
97,3600,1,1986.9,0,76,20,3,4432,1557.81
82,10,1,29.9,85,76,17.3,32,4479,1129.57
53,5410,4,297.9,1164,77,16.2,47,4355,1210.12
65,400,3,60,234,77,17.3,31,4643,1076.38
58,33490,4,252,0,77,16.4,43,4521,1263.46
44,4860,3,180.1,703,76,17.5,32,4518,1116.36
86,3650,5,164,641,78,14.9,65,4524,1515.94
73,3280,5,149.9,586,78,20.4,4,4824,1481.42
57,600,4,27.9,109,80,19.3,11,4951,1474.19
92,1940,7,255.9,1000,78,15.8,52,4607,1283.64
62,3150,3,36.1,141,76,16.8,41,4359,1120.56
49,100,3,75.1,293,78,19.1,8,4599,1293.02
25,1930,3,149.9,586,77,16.4,43,4521,1263.46
86,660,3,37.1,145,80,14.8,71,4637,1723.08
58,51860,5,410.1,1602,74,18,19,3993,1394.54
27,490,6,180.1,703,76,16.7,39,4482,1150.77
65,2070,4,44,172,78,16,50,4568,1345.25
42,50,1,123,350,78,14.9,65,4524,1515.94
47,450,3,32.2,0,76,19.2,13,4163,1241.28
74,490,1,29.9,117,78,16,50,4568,1345.25
48,600,4,299.9,1172,76,16.7,39,4482,1150.77
53,600,2,54.1,211,78,15.6,57,4521,1462.63
54,52640,3,147,574,77,16.4,43,4521,1263.46
51,20,3,23,90,76,18.6,20,4202,1137.8
93,4280,2,64,250,76,16.8,41,4359,1120.56
45,26510,4,279.9,1094,76,16.7,39,4482,1150.77
51,490,4,45.9,180,75,18.3,16,4199,1141.68
51,2202,6,191.9,750,77,16.3,43,4537,1196.86
92,16910,8,248,969,77,16.3,43,4537,1196.86
65,960,3,32.2,125,76,17.5,32,4518,1116.36
66,33670,3,159.1,960,77,16.3,43,4537,1196.86
47,490,2,22,86,78,13.4,76,4325,1558.15
84,11940,8,339.9,1328,76,16.8,41,4359,1120.56
82,7210,4,140.1,547,80,14.8,71,4637,1723.08
60,3290,4,217.8,852,77,16.2,47,4355,1210.12
44,20,5,180.1,703,75,17.7,25,4277,1191.47
52,400,3,23,90,78,19.1,8,4599,1293.02
72,490,2,21,82,77,17.9,25,4528,1072.98
99,21290,25,763.1,0,79,19.9,5,4891,1458.74
85,4620,3,178.1,695,76,17.8,27,4512,1039.26
64,900,5,160.1,176,76,17.5,32,4518,1116.36
81,7830,7,299.9,1492,78,15.1,59,4627,1252.83
49,3670,4,60,234,79,19.5,8,4841,1472.46
58,5530,4,301.8,1180,76,16.8,41,4359,1120.56
53,3660,3,138.1,539,77,17.3,31,4643,1076.38
14,25,2,65,1,77,17.9,25,4528,1072.98
49,4350,3,25.9,102,78,16,50,4568,1345.25
86,6860,3,33.1,129,78,16,50,4568,1345.25
55,32930,4,312,2549,77,16.2,47,4355,1210.12
43,17650,3,175.9,688,78,15.1,59,4627,1252.83
97,900,2,42,164,77,16.3,43,4537,1196.86
63,2130,4,128,500,78,16,50,4568,1345.25
51,6940,7,275.9,1078,75,17.7,25,4277,1191.47
52,3160,3,1153.9,4509,76,19.2,13,4163,1241.28
48,15560,5,407.2,0,77,16.2,47,4355,1210.12
82,180,2,24,94,76,19.2,9,4289,1149.91
73,2790,3,32.2,125,78,14.4,69,4451,1510
61,12430,2,21,82,76,17.2,36,4474,1115.61
49,600,2,21,82,77,16.4,43,4521,1263.46
64,1560,3,60,234,76,16.8,41,4359,1120.56
82,1190,3,46.9,184,77,18.8,14,4423,1133.43
62,1940,2,22,86,77,16.2,47,4355,1210.12
26,190,1,21,82,77,16.3,43,4537,1196.86
64,2200,4,1000,3907,77,19.9,5,4656,1447.84
70,1096,3,60,170,78,16,50,4568,1345.25
91,2890,2,22,133,77,16.2,47,4355,1210.12
67,10250,4,160.1,625,78,15.1,59,4627,1252.83
59,43340,3,113.8,445,77,16.4,43,4521,1263.46
57,5980,4,215.9,844,76,17.8,27,4512,1039.26
92,40,3,60,234,77,18.5,15,4386,1102.21
51,51830,3,854,5157,76,20,3,4432,1557.81
87,12920,2,24.9,98,78,15.1,59,4627,1252.83
27,100,5,100.1,391,78,20.7,0,4392,1541.35
56,5770,4,183.1,0,76,16.8,41,4359,1120.56
42,30,1,40,156,77,16.4,43,4521,1263.46
90,40540,2,26.9,249,77,16.2,47,4355,1210.12
59,46000,5,319.9,1250,77,16.4,43,4521,1263.46
64,3060,3,160.1,625,78,20.4,4,4824,1481.42
54,450,4,309.1,1207,75,17.7,25,4277,1191.47
32,1768,1,44,172,78,15.6,57,4521,1462.63
62,18270,4,304.1,1188,77,16.2,47,4355,1210.12
83,130,6,96.1,375,75,18.7,16,4211,1174.05
81,2670,3,26.9,0,78,14.9,65,4524,1515.94
74,2790,3,105,410,78,14.4,69,4451,1510
29,770,6,240.2,938,76,17.3,32,4479,1129.57
45,14130,2,21,82,77,16.4,43,4521,1263.46
40,1940,6,418,1633,77,16.2,47,4355,1210.12
51,490,4,43,168,78,19.1,8,4599,1293.02
58,23990,4,301.8,2145,76,16.8,41,4359,1120.56
67,490,1,161.1,629,78,20.7,0,4392,1541.35
70,930,2,21,82,77,17.3,33,4649,1148.89
62,12190,8,160.1,625,79,19.4,10,4738,1381.25
39,490,3,28.9,113,76,18.2,22,4269,1023.09
29,12390,21,692.9,2708,77,19.9,5,4656,1447.84
40,41040,7,259.8,1570,77,16.2,47,4355,1210.12
48,850,3,120.1,469,77,17.3,33,4649,1148.89
49,200,5,100.1,391,76,18.9,14,4231,1334.9
53,680,3,83,0,77,16.8,38,4652,1241.05
54,11610,4,202.1,1005,76,17.8,27,4512,1039.26
28,104,4,32.2,125,77,16.4,43,4521,1263.46
70,740,2,21,82,76,16.7,39,4482,1150.77
69,3920,3,41,0,77,16.8,38,4652,1241.05
72,1030,2,36.1,141,77,16.3,43,4537,1196.86
60,136850,3,362.9,5286,76,16.8,41,4359,1120.56
37,170,4,32.2,125,80,19.3,11,4951,1474.19
75,2530,3,33.1,129,79,15.6,59,4612,1608.46
74,2930,4,169.9,664,76,17.2,36,4474,1115.61
28,490,3,30.8,121,77,16.3,43,4537,1196.86
62,490,3,47.9,188,76,19.5,6,4317,1325.87
21,590,3,22,86,78,16,50,4568,1345.25
30,600,4,37.1,145,77,16.4,43,4521,1263.46
106,2202,1,216.9,848,77,16.2,47,4355,1210.12
72,19650,5,226,883,77,16.4,43,4521,1263.46
72,8510,3,274.9,1074,77,16.2,47,4355,1210.12
60,1600,5,200.1,781,78,13.4,76,4325,1558.15
68,490,8,128,51,77,17.3,31,4643,1076.38
61,540,3,30.8,121,76,19.5,6,4317,1325.87
51,2830,6,246.1,961,77,17.3,33,4649,1148.89
72,10,4,26.9,0,75,18.6,16,4198,1088.31
101,1870,6,120.1,469,76,19.2,13,4163,1241.28
62,600,3,39,152,78,13.7,74,4453,1501.58
44,490,19,386.2,1508,78,19.1,8,4599,1293.02
51,140,4,380.9,1489,75,17.7,25,4277,1191.47
49,100,3,78.1,305,78,19.1,8,4599,1293.02
30,104,1,30.8,2752,78,14.9,65,4524,1515.94
63,10680,3,887.1,3466,79,19.4,10,4738,1381.25
49,750,4,286.1,1,77,17.9,30,4756,1107.59
72,490,3,32.2,125,77,17.3,31,4643,1076.38
74,10680,5,250,977,80,19.3,11,4951,1474.19
62,1940,3,89.9,352,77,16.2,47,4355,1210.12
35,4240,6,319.9,1250,78,19.4,8,4437,1294.62
58,3560,4,211.9,828,76,17.2,36,4474,1115.61
64,2200,3,419.9,1641,77,19.9,5,4656,1447.84
47,17050,8,683.1,4124,78,15.6,57,4521,1462.63
32,30,7,105,9324,78,19.1,8,4599,1293.02
78,2590,3,25.9,0,78,14.9,65,4524,1515.94
29,8360,3,28.9,113,77,16.3,43,4537,1196.86
59,8110,7,264.1,1032,77,17.3,33,4649,1148.89
29,500,2,29.9,1,76,19.5,6,4317,1325.87
45,7960,4,398,1979,76,18.9,14,4231,1334.9
85,1590,3,25.9,102,78,19.1,8,4599,1293.02
67,630,2,26.9,105,79,19.5,8,4841,1472.46
60,13980,4,1131.9,15615,77,18.5,19,4761,1162.61
61,15870,4,251,981,77,16.3,43,4537,1196.86
64,1110,2,22,86,76,18.9,14,4231,1334.9
46,490,3,26.9,105,76,16.7,39,4482,1150.77
55,13880,4,273,1939,80,14.8,71,4637,1723.08
25,600,1,46.9,134,78,13.7,74,4453,1501.58
52,600,2,29.9,117,76,17.2,36,4474,1115.61
68,8320,8,264.1,1032,78,20.4,4,4824,1481.42
58,600,3,96.1,375,76,18.2,22,4269,1023.09
73,35770,3,120.1,469,77,16.2,47,4355,1210.12
54,11710,4,356,2150,77,16.2,47,4355,1210.12
91,5410,1,36.1,141,77,16.2,47,4355,1210.12
70,830,3,25.9,102,76,17.8,27,4512,1039.26
72,490,1,29.9,117,77,16.3,43,4537,1196.86
41,600,11,220.1,860,79,19.4,13,4642,1418.14
57,2260,4,215.9,0,78,14.9,65,4524,1515.94
63,450,2,22,86,78,16,50,4568,1345.25
65,590,15,585,2290,80,20,3,5022,1417.15
64,14340,4,600.1,2344,76,16.8,41,4359,1120.56
62,21770,3,131.9,0,77,16.8,38,4652,1241.05
28,20,4,37.1,145,76,17.3,32,4479,1129.57
47,490,2,24,94,78,14.4,69,4451,1510
45,490,2,62,242,79,15.6,59,4612,1608.46
85,4790,5,299.9,1172,78,15.1,59,4627,1252.83
97,400,2,29.9,117,80,14.8,71,4637,1723.08
93,1630,3,78.1,305,77,16.3,43,4537,1196.86
67,3080,5,203.1,793,76,17.8,27,4512,1039.26
45,1840,2,111.9,438,77,16.4,43,4521,1263.46
63,190,5,100.1,391,76,16.8,41,4359,1120.56
62,490,4,30.8,121,78,19.4,8,4437,1294.62
102,490,11,264.1,1032,81,19.8,6,5214,1428.05
48,380,7,465.9,0,78,16,50,4568,1345.25
39,5350,5,55.1,215,75,17.7,25,4277,1191.47
54,600,2,24,94,76,17.5,32,4518,1116.36
72,20,3,47.9,30,76,18.6,20,4202,1137.8
29,830,3,33.1,129,77,16.4,43,4521,1263.46
72,140,4,28.9,0,75,18.6,16,4198,1088.31
59,1400,3,89.9,352,76,19.2,9,4289,1149.91
59,80100,3,230,1879,78,15.6,57,4521,1462.63
93,4280,1,24,94,76,16.8,41,4359,1120.56
53,5340,5,263.1,1588,79,19.9,5,4891,1458.74
52,30,4,58.1,165,78,15.1,59,4627,1252.83
57,19920,4,277.9,1086,76,16.8,41,4359,1120.56
100,410,4,96.1,375,78,16,50,4568,1345.25
57,60630,2,22,109,80,14.8,71,4637,1723.08
48,1000,3,62,242,78,15.6,57,4521,1462.63
44,490,4,318.9,1246,75,18.7,16,4211,1174.05
56,79940,13,815.9,4058,76,17.8,27,4512,1039.26
62,2710,3,107.9,422,80,20,3,5022,1417.15
83,810,5,149.9,586,79,19.5,8,4841,1472.46
75,1890,1,40,156,77,17.3,33,4649,1148.89
33,5260,3,25.9,102,75,19.3,7,4325,1544.85
49,14520,2,51.8,203,76,16.8,41,4359,1120.56
17,490,1,63,246,78,14.4,69,4451,1510
63,540,3,84,328,75,18.3,16,4199,1141.68
53,25280,2,910.1,3556,78,15.6,57,4521,1462.63
77,1900,3,23,90,79,19.5,8,4841,1472.46
57,240,5,160.1,625,76,17.2,36,4474,1115.61
73,800,3,32.2,125,75,17.7,25,4277,1191.47
64,200,8,128,500,76,17.8,27,4512,1039.26
40,600,5,200.1,781,78,15.6,57,4521,1462.63
62,600,2,23,90,79,19.4,10,4738,1381.25
91,3560,6,264.1,1032,77,16.8,38,4652,1241.05
34,690,3,29.9,117,76,19.2,9,4289,1149.91
67,780,5,330.1,1289,77,16.8,38,4652,1241.05
27,490,1,60,234,78,14.4,69,4451,1510
58,490,2,43,168,78,16,50,4568,1345.25
42,14320,4,43,305,78,16,50,4568,1345.25
56,2202,3,89.9,352,77,16.2,47,4355,1210.12
82,2100,3,123,481,78,15.6,57,4521,1462.63
56,410,5,214.9,840,75,17.7,25,4277,1191.47
62,600,2,42,164,77,16.3,43,4537,1196.86
67,6760,3,25.9,102,78,14.9,65,4524,1515.94
31,1010,3,29.9,117,76,17.5,32,4518,1116.36
61,23350,5,297.9,0,77,16.8,38,4652,1241.05
68,850,2,21,82,75,18.6,16,4198,1088.31
96,420,11,418,1633,78,16,50,4568,1345.25
32,490,1,29.9,117,77,16.3,43,4537,1196.86
37,490,4,44.9,176,75,18.7,16,4211,1174.05
74,2202,3,59.1,231,77,16.2,47,4355,1210.12
68,12390,3,99.1,387,77,19.9,5,4656,1447.84
55,100620,3,155.8,1274,77,16.2,47,4355,1210.12
67,490,6,120.1,469,78,18.9,14,4676,1384.74
54,1700,4,376,1469,76,17.5,32,4518,1116.36
45,17680,3,41,248,77,17.3,33,4649,1148.89
66,2810,11,349.1,1364,76,17.2,36,4474,1115.61
34,490,3,22,86,77,16.3,43,4537,1196.86
62,490,3,32.2,125,76,19.5,6,4317,1325.87
59,19480,8,319.9,274,75,18.6,16,4198,1088.31
65,580,8,215.9,844,80,19.3,11,4951,1474.19
50,1830,6,824.1,3220,78,18.9,14,4676,1384.74
39,1680,2,29.9,0,75,18.6,16,4198,1088.31
57,490,3,23,0,80,19.3,11,4951,1474.19
55,18660,3,110.9,434,80,14.8,71,4637,1723.08
43,1120,27,1080.1,4220,76,18.4,15,4225,1431.38
31,104,4,36.1,141,75,18.3,16,4199,1141.68
70,70,1,38.1,108,78,14.9,65,4524,1515.94
60,11450,4,291,1137,77,16.2,47,4355,1210.12
58,17520,3,180.1,703,77,16.4,43,4521,1263.46
69,8550,5,172.9,676,74,18,19,3993,1394.54
68,600,2,43,122,78,13.7,74,4453,1501.58
62,490,3,96.1,375,77,17.3,31,4643,1076.38
48,510,3,23,90,74,18.2,25,4253,1055.31
71,110,1,29.9,117,76,16.7,39,4482,1150.77
96,2300,10,314,1227,78,14.9,65,4524,1515.94
62,60,2,21,82,75,18.3,16,4199,1141.68
91,3630,7,266.1,1039,78,14.9,65,4524,1515.94
55,790,3,33.1,129,79,19.4,10,4738,1381.25
44,10,3,33.1,129,76,17.5,32,4518,1116.36
63,28510,5,149.9,1225,74,18,19,3993,1394.54
54,198060,3,47.9,494,77,16.2,47,4355,1210.12
45,1520,4,339.9,1328,77,17.3,33,4649,1148.89
65,2090,3,32.2,125,78,15.6,57,4521,1462.63
28,104,3,26.9,105,77,16.4,43,4521,1263.46
67,150,3,60,170,78,20.4,4,4824,1481.42
62,490,6,152.9,598,77,17.3,31,4643,1076.38
51,140,4,306.1,1196,75,17.7,25,4277,1191.47
92,790,1,29.9,117,78,15.6,57,4521,1462.63
52,2240,2,21,82,77,16.3,43,4537,1196.86
80,960,4,32.2,125,79,15.6,59,4612,1608.46
42,330,3,100.1,391,80,14.8,71,4637,1723.08
61,18740,3,33.1,234,76,16.8,41,4359,1120.56
70,11350,3,160.1,966,74,18.2,25,4253,1055.31
46,46330,3,2855,11155,76,20,3,4432,1557.81
110,2230,1,61,238,77,16.2,47,4355,1210.12
44,80,1,24.9,98,78,15.6,57,4521,1462.63
